공연시설ID,공연시설명,공연장수,시설특성,개관연도,객석수,전화번호,홈페이지,주소,위도,경도,레스토랑여부,카페여부,편의점여부,놀이방여부,수유실여부,장애시설_주차장,장애시설_화장실,장애시설_경사로,장애시설_엘리베이터,주차시설여부,mt13s,returncode,errmsg,responsetime,시군구,시도
FC002819,설렘아트홀,1.0,민간(대학로 외),,55.0,010-3518-7843,https://arthallserlem.modoo.at/,서울특별시 광진구 능동로19길 23(화양동),37.5470491,127.0723822,N,N,N,N,N,N,N,N,N,Y,,,,,광진구,서울특별시
FC002829,라이트 하우스,1.0,민간(대학로 외),,0.0,,,서울특별시 성북구 삼선교로10다길 74(삼선동1가),37.5837374,127.0084146,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC000550,수원청소년문화센터,2.0,공공(기타),2000.0,617.0,031-218-0400,http://www.syf.or.kr/web/page.do?menuIdx=358,경기도 수원시 팔달구 권광로 293 (인계동),37.2741231,127.03489360000005,N,Y,Y,N,N,Y,Y,N,N,Y,,,,,수원시,경기도
FC004142,언더독 뮤지엄,1.0,기타(비공연장),,0.0,,https://www.underdogmuseum.com/,서울특별시 마포구 양화로12길 8-7 (서교동),37.5516642,126.9179592,N,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000558,북촌나래홀,1.0,민간(대학로 외),2010.0,200.0,02-988-2258,,서울특별시 종로구 창덕궁길 29 - 38,37.57885024657929,126.988448176969,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000036,관악아트홀 (구. 관악문화관),1.0,공공(문예회관),2002.0,700.0,02-828-5700,http://www.gwanakcullib.seoul.kr/ecolas-dl/new_kwan/intro.php,서울특별시 관악구 신림로3길 35 (신림동),37.4675136464572,126.944804505456,Y,N,N,N,N,N,N,N,N,Y,,,,,관악구,서울특별시
FC002815,맥거핀 서교,1.0,민간(대학로 외),,0.0,010-8324-8454,,서울특별시 마포구 양화로7길 28(서교동),37.5519656,126.9146894,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000018,안산문화예술의전당,4.0,공공(문예회관),2004.0,3429.0,031-481-4000,http://www.ansanart.com/,경기도 안산시 단원구 화랑로 312 (고잔동),37.3196723,126.82255570000008,N,Y,N,Y,N,Y,Y,N,Y,Y,,,,,안산시,경기도
FC004179,마이원타워,1.0,민간(대학로 외),,0.0,,https://www.my-one.co.kr/,서울특별시 성북구 성북로 5-9 (성북동1가),37.5885957,127.00528,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC002780,강북솔밭국악당,1.0,민간(대학로 외),,100.0,010-8282-7119,https://sbkukak.modoo.at/,서울특별시 강북구 삼양로 579 (우이동),37.654697,127.0127106,N,N,N,N,N,N,N,N,N,N,,,,,강북구,서울특별시
FC000040,유시어터 (폐관),1.0,민간(대학로 외),1999.0,229.0,02-3444-0651,https://www.facebook.com/youtheater1999,서울특별시 강남구 도산대로58길 16 (청담동),37.5267908,127.04329759999996,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC002976,지블레싱소극장,1.0,민간(대학로 외),,40.0,010-7225-1219,,서울특별시 마포구 신촌로14길 24(노고산동),37.5550779,126.9332973,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC004164,디너씨어터,1.0,민간(대학로 외),,0.0,,,서울특별시 송파구 백제고분로48길 7 (방이동),37.5116556,127.1141774,N,N,N,N,N,N,N,N,N,N,,,,,송파구,서울특별시
FC004040,쌍용아파트,1.0,기타(비공연장),,0.0,,,"서울특별시 동대문구 한천로58길 47 (이문동, 쌍용아파트) 상가동 305호",37.6007508,127.0687695,N,N,N,N,Y,N,N,N,N,N,,,,,동대문구,서울특별시
FC002874,콜드슬립(koldsleep),1.0,민간(대학로 외),,0.0,010-2721-8699,,서울특별시 강북구 인수봉로 301(수유동),37.6456351,127.0104457,N,N,N,N,N,N,N,N,N,N,,,,,강북구,서울특별시
FC004162,새싹타워,1.0,민간(대학로 외),,75.0,,,서울특별시 강서구 강서로 463 (마곡동),37.5669464,126.8404463,N,N,N,N,N,N,N,N,N,N,,,,,강서구,서울특별시
FC003291,아프리카TV 프릭업 스튜디오,1.0,민간(대학로 외),,0.0,,http://freecup.afreecatv.com/,서울특별시 강남구 테헤란로 626(대치동),37.5093582,127.0664069,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC000883,명보아트홀,6.0,민간(대학로 외),2008.0,1802.0,02-2274-2121,https://www.mbah.co.kr/,서울특별시 중구 마른내로 47 (초동),37.564429,126.99300100000004,Y,Y,N,N,N,N,N,N,N,Y,,,,,중구,서울특별시
FC000526,연우소극장,1.0,민간(대학로),1987.0,100.0,02-744-7090,https://iyeonwoo.modoo.at/,서울특별시 종로구 창경궁로35길 21 (혜화동),37.5869515,127.00175280000008,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004089,양산박 스튜디오,1.0,민간(대학로 외),,0.0,,https://sites.google.com/view/yangsanbak,서울특별시 성북구 성북로16길 11 (성북동),37.5938418,127.0001548,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC002752,전태일기념관,1.0,공공(기타),2019.0,62.0,02-318-0903,https://www.taeil.org/,서울특별시 종로구 청계천로 105 (관수동),37.5684665,126.9893003,N,N,N,N,N,Y,N,N,N,N,,,,,종로구,서울특별시
FC000845,인천서구문화회관,3.0,공공(문예회관),1995.0,1401.0,032-580-1150,http://www.iscf.kr,인천광역시 서구 서달로 190 (가정동),37.5156728,126.6798708,N,Y,N,N,N,Y,N,Y,N,Y,,,,,서구,인천광역시
FC002753,오페라하우스 [신도림],2.0,공공(기타),2008.0,533.0,02-867-2209,https://www.guroartsvalley.or.kr/user/overall/overallArt8.do,서울특별시 구로구 새말로 107-32 (구로동),37.5079896,126.8909267,N,N,N,N,N,N,N,N,N,N,,,,,구로구,서울특별시
FC004075,시윤아트홀,1.0,민간(대학로),,0.0,02-1661-3123,,서울특별시 종로구 대학로 116 (동숭동),37.5815327,127.0023365,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001702,상명아트센터,2.0,민간(대학로 외),2009.0,1781.0,02-2287-7186,https://www.smu.ac.kr/smarts/index.do,서울특별시 종로구 홍지문2길 20 (홍지동),37.6030022,126.95638729999996,N,N,N,N,N,Y,Y,N,Y,Y,,,,,종로구,서울특별시
FC002789,카페 어느새 봄,1.0,기타(비공연장),,0.0,,,서울특별시 서초구 강남대로2길 70 (양재동),37.4680837,127.0456112,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC002693,G스페이스홀 (지스페이스홀),1.0,민간(대학로 외),2020.0,73.0,02-421-9025,,서울특별시 마포구 포은로 14 (합정동),37.5494274,126.9093577,N,N,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC003918,더더더,1.0,민간(대학로 외),,0.0,,,서울특별시 중구 을지로38길 9-4 (광희동1가),37.5660433,127.0039785,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC004060,카페 모베터블루스,1.0,기타(비공연장),,0.0,,,서울특별시 종로구 동숭4길 4 (동숭동),37.5830523,127.0039951,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC000113,한전아트센터,1.0,공공(기타),2001.0,999.0,02-2105-8133,http://cyber.kepco.co.kr/kepco/AR/main.do?menuCd=FN10,서울특별시 서초구 효령로72길 60 (서초동),37.4856845,127.02802250000002,N,Y,N,N,N,Y,Y,Y,Y,Y,,,,,서초구,서울특별시
FC004045,마을극장 흰고무신,1.0,공공(기타),,0.0,,,서울특별시 도봉구 시루봉로15마길 13 (방학동),37.6681272,127.0315428,N,N,N,N,N,N,N,N,N,N,,,,,도봉구,서울특별시
FC000568,남산골한옥마을,7.0,공공(문예회관),2007.0,452.0,02-2261-0500,https://sgtt.kr/,서울특별시 중구 퇴계로34길 28 (필동2가),37.5588388,126.99407270000006,N,Y,N,N,N,Y,N,N,N,Y,,,,,중구,서울특별시
FC002854,초록씨어터,1.0,민간(대학로),,160.0,070-4870-1931,https://parangtheatre.modoo.at/,서울특별시 종로구 대학로 128(동숭동),37.5827051,127.0021572,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC003842,컴포징맨션,1.0,기타(비공연장),,0.0,,,서울특별시 은평구 가좌로 283-1 (신사동),37.5935024,126.9124339,N,N,N,N,N,N,N,N,N,N,,,,,은평구,서울특별시
FC002750,IPAC홀 (인터내셔널퍼포밍아트센터),1.0,민간(대학로 외),2017.0,50.0,010-7207-2016,https://ipac.or.kr/,서울특별시 서초구 서초중앙로 56 (서초동),37.4868995,127.0154594,N,N,N,N,N,N,N,N,N,N,,,,,서초구,서울특별시
FC001884,달밤엔씨어터,1.0,민간(대학로),2014.0,139.0,02-985-5654,https://www.instagram.com/dbncom/,서울특별시 종로구 대학로14길 18-2 (혜화동),37.5839551,127.00265549999996,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002818,20세기소년,1.0,민간(대학로 외),,0.0,070-4242-6111,http://choonza.net/summer20/,서울특별시 중구 동호로24길 27-5(장충동2가),37.5604335,127.0051067,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC000819,고양어울림누리,3.0,공공(문예회관),2004.0,2156.0,00-1577-7766,http://www.artgy.or.kr/,경기도 고양시 덕양구 어울림로 33 (성사동),37.6498532,126.83498459999998,Y,Y,N,Y,N,Y,Y,Y,Y,Y,,,,,고양시,경기도
FC003760,틸라 그라운드,2.0,민간(대학로 외),,0.0,,,서울특별시 마포구 토정로9길 2 (상수동),37.5453955,126.9244557,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001125,국립정동극장 세실 (구.세실극장),1.0,국립,1976.0,234.0,02-765-7500,https://www.jeongdong.or.kr/portal/main/main.do,서울특별시 중구 세종대로19길 16 (정동),37.5667701,126.97608230000004,N,N,N,N,N,N,N,N,N,N,,,,,중구,서울특별시
FC002698,광교레이크아트홀,1.0,민간(대학로 외),,106.0,031-216-7179,,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)",37.2839418,127.056778,N,N,N,N,N,N,N,N,N,N,,,,,수원시,경기도
FC003839,아라아트홀,1.0,민간(대학로),,0.0,,,서울특별시 종로구 대학로8가길 30 (동숭동),37.582294,127.0025606,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC001275,동화소극장,1.0,민간(대학로),2015.0,60.0,010-2423-5683,,서울특별시 종로구 성균관로 6-5 (명륜2가),37.5837438,126.99855639999998,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004139,시작공간 일부,1.0,민간(대학로 외),,0.0,032-766-5975,https://space1bu.ifac.or.kr/,인천광역시 중구 참외전로 100 (전동),37.4771143,126.6295017,N,N,N,N,N,N,N,N,N,N,,,,,중구,인천광역시
FC002839,서울예술대학교,4.0,민간(대학로 외),,0.0,031-412-7100,,경기도 안산시 단원구 예술대학로 171(고잔동),37.3334141,126.8362748,N,N,N,N,N,N,N,N,N,Y,,,,,안산시,경기도
FC002834,프리웰향유의집,1.0,기타(비공연장),,0.0,031-981-0909,http://www.hyangyou.or.kr/,경기도 김포시 양촌읍 양곡4로 164,37.6594023,126.626613,N,N,N,N,N,N,N,N,N,N,,,,,김포시,경기도
FC003838,공간 파란여우,1.0,민간(대학로 외),,0.0,,https://www.spacecloud.kr/space/49633,서울특별시 성북구 삼선교로16길 14 (삼선동2가 110),37.587684,127.0104435,N,N,N,N,N,N,N,N,N,N,,,,,성북구,서울특별시
FC001329,창동극장,1.0,민간(대학로 외),2014.0,100.0,070-8749-3205,http://cdt.modoo.at/,서울특별시 도봉구 노해로 391 (창동),37.6527874,127.05159359999992,N,N,N,N,N,N,N,N,N,N,,,,,도봉구,서울특별시
FC001321,카페 떼아뜨레,1.0,기타(비공연장),2012.0,80.0,010-9178-6888,https://blog.naver.com/theartre,경기도 안산시 단원구 광덕대로 187 (고잔동) 장은타워 7층,37.3133371,126.8292947,N,Y,Y,N,N,Y,N,N,N,Y,,,,,안산시,경기도
FC001201,"제이원 씨어터 (구. 서완소극장, 구. 씨어터고리)",1.0,민간(대학로),2009.0,98.0,02-926-4937,,서울특별시 종로구 창경궁로34길 18-12,37.5841705,127.00042899999994,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002849,홍대우주정거장,1.0,기타(비공연장),2017.0,0.0,070-8692-8277,http://spacestation.co.kr/,서울특별시 마포구 와우산로29길 16(서교동),37.5550169,126.92902,Y,Y,N,N,N,N,Y,N,N,Y,,,,,마포구,서울특별시
FC002876,한홀 소극장,1.0,민간(대학로 외),,96.0,031-796-6556,https://hanholthearter.modoo.at/,경기도 하남시 신장로 58(천현동),37.5353971,127.2109957,N,N,N,N,N,N,N,N,N,N,,,,,하남시,경기도
FC004217,cafe heulg,1.0,기타(비공연장),,0.0,,,서울특별시 용산구 한강대로49길 14 (한강로2가),37.5331139,126.9701412,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002880,언플러그드 [신촌],1.0,민간(대학로 외),,40.0,02-3145-3082,https://www.instagram.com/unplugged_sinchon/,서울특별시 서대문구 연세로 13(창천동),37.5567378,126.9365597,N,Y,N,N,N,N,N,N,N,Y,,,,,서대문구,서울특별시
FC004157,뉴컬쳐커피 [김포],1.0,기타(비공연장),,20.0,,,경기도 김포시 김포한강1로 238 (운양동),37.6527341,126.6831625,N,N,N,N,N,N,N,N,N,N,,,,,김포시,경기도
FC004211,카세트 스튜디오,1.0,민간(대학로 외),,8.0,,,서울특별시 마포구 성미산로 52 (성산동),37.5590652,126.9138586,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC000216,부평아트센터,2.0,공공(문예회관),2010.0,1191.0,032-500-2000,http://www.bpart.kr/,인천광역시 부평구 아트센터로 166 (십정동),37.4819229,126.7049151,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,부평구,인천광역시
FC000850,구로구민회관,1.0,공공(문예회관),1989.0,531.0,02-860-2592,https://www.guroartsvalley.or.kr/meetingHall?guroart_menu_cd=U0015,서울특별시 구로구 가마산로25길 21 (구로동),37.497057,126.88955880000005,N,N,N,N,N,Y,Y,N,N,Y,,,,,구로구,서울특별시
FC000791,라트어린이극장,1.0,민간(대학로 외),2002.0,200.0,02-560-0999,http://www.lattct.com/,서울특별시 강남구 논현로 164 (도곡동),37.4842368,127.04230589999996,N,Y,N,Y,Y,N,N,N,N,Y,,,,,강남구,서울특별시
FC003241,선릉문화공간 제이드409,1.0,민간(대학로 외),2022.0,100.0,02-557-7937,https://jade409.modoo.at/,서울특별시 강남구 테헤란로 409(삼성동),37.5053601,127.0503869,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC004202,아틀리에홀,1.0,민간(대학로 외),,0.0,,,서울특별시 마포구 독막로19길 46 (상수동),37.5490834,126.9237137,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001095,내유외강씨어터(구. 익스트림씨어터 1관),1.0,민간(대학로),2012.0,566.0,070-8863-0220,,서울특별시 종로구 대학로 128 (동숭동),37.582665899999995,127.00214289999997,Y,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002912,동네극장,1.0,민간(대학로 외),,96.0,02-333-0416,https://www.instagram.com/local_book_club/,서울특별시 동대문구 안암로6길 19(용두동),37.5791469,127.0259164,N,N,N,N,N,N,N,N,N,Y,,,,,동대문구,서울특별시
FC002855,베톤부르트 (BETON BRUT),1.0,기타(비공연장),,40.0,,,서울특별시 용산구 보광로60길 17(이태원동),37.5341669,126.9951715,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002414,재즈다,1.0,민간(대학로 외),,0.0,010-5360-2821,,서울특별시 마포구 양화로6길 19 (서교동),37.5492533,126.9152854,Y,Y,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC003694,DSM 아트홀,1.0,민간(대학로 외),,0.0,02-3452-7785,,서울특별시 마포구 독막로3길 45 (서교동),37.5502994,126.9175893,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004227,소년이발사,2.0,기타(비공연장),,0.0,070-4257-5858,https://www.instagram.com/afterbarbershop_____/,서울특별시 용산구 독서당로 29-1 (한남동),37.5311584,127.00738,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC002896,클럽온에어,1.0,기타(비공연장),,0.0,02-332-7740,https://www.instagram.com/club_onair/,서울특별시 마포구 잔다리로 44(서교동),37.5523098,126.9189361,Y,Y,N,N,N,N,N,N,N,Y,,,,,마포구,서울특별시
FC002913,숏서킷,1.0,민간(대학로 외),,0.0,010-9600-2607,,서울특별시 용산구 원효로 187(원효로2가),37.536437,126.9631459,N,N,N,N,N,N,N,N,N,N,,,,,용산구,서울특별시
FC000059,영등포아트홀,1.0,공공(문예회관),2009.0,526.0,02-2670-4024,www.ydpcf.or.kr,서울특별시 영등포구 국회대로 596 (당산동3가),37.526038,126.90008899999998,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,영등포구,서울특별시
FC001964,목동 아이스링크,1.0,공공(기타),1989.0,5000.0,02-2649-8455,http://www.mdicerink.co.kr/mdicerink/index.html,서울특별시 양천구 안양천 939 (목1동),37.5292629,126.8802993,N,N,Y,N,N,Y,Y,N,N,Y,,,,,양천구,서울특별시
FC000004,,,,,,,,,,,,,,,,,,,,,,99.0,시스템 오류가 발생했습니다.,2025-09-10 12:41:48,,
FC004218,더 스페이스 디벙크,1.0,기타(비공연장),,150.0,,,서울특별시 마포구 성지1길 30 (합정동),37.54791,126.9151208,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001535,엠스테이지 (구.인사아트홀),2.0,민간(대학로 외),2017.0,286.0,02-2232-7952,https://www.samulnori.xyz/,서울특별시 종로구 인사동길 34-1 (관훈동),37.5737858,126.98560870000006,N,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002801,4560designhaus (디자인하우스),1.0,기타(비공연장),,0.0,010-7412-4560,http://4560dh.com/,서울특별시 서초구 매헌로 16 (양재동),37.4624673,127.0369479,N,N,N,N,N,N,N,N,N,Y,,,,,서초구,서울특별시
FC002911,카페린덴,1.0,기타(비공연장),,0.0,02-332-8235,,서울특별시 마포구 월드컵로23길 82-3(망원동),37.5543486,126.9060648,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC004063,경민대학교,1.0,기타(비공연장),,0.0,031-828-7700,,경기도 의정부시 서부로 545 (가능동),37.7461243,127.0251315,N,Y,Y,N,N,N,N,N,N,Y,,,,,의정부시,경기도
FC004152,소호라운지 [서울],1.0,기타(비공연장),,0.0,,https://www.instagram.com/soholoungeseoul,서울특별시 강남구 선릉로155길 29 (신사동),37.5256768,127.0371467,N,N,N,N,N,N,N,N,N,N,,,,,강남구,서울특별시
FC000744,학전 (폐관),3.0,민간(대학로),1991.0,374.0,02-763-8233,http://hakchon.co.kr/,서울특별시 종로구 대학로12길 46 (동숭동),37.58202130000001,127.00370139999995,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC004100,쿤스트카비넷,1.0,민간(대학로),,0.0,070-8058-9839,,서울특별시 종로구 창경궁로35길 21 (혜화동),37.586986,127.0017643,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002907,아만티호텔,1.0,기타(비공연장),2016.0,0.0,02-334-3111,https://www.hotelamanti.com/,서울특별시 마포구 월드컵북로 31(서교동),37.557136,126.9187042,Y,Y,N,N,N,Y,N,N,N,Y,,,,,마포구,서울특별시
FC003868,대학로 무하아트센터,1.0,민간(대학로),,180.0,,,서울특별시 종로구 이화장길 72 (동숭동),37.5784995,127.0046477,N,N,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002906,다리 소극장,1.0,민간(대학로 외),,200.0,02-338-7831,,서울특별시 마포구 월드컵북로2길 49(동교동),37.5572115,126.923029,N,N,N,N,N,N,N,N,N,N,,,,,마포구,서울특별시
FC001199,브릭스씨어터 (구. 콘텐츠 그라운드 구. 브로드웨이아트홀 [3관]),1.0,민간(대학로),2007.0,202.0,010-7270-8281,,서울특별시 종로구 대학로8길 25 (동숭동),37.5809157,127.0037003,Y,Y,N,N,N,N,N,N,N,N,,,,,종로구,서울특별시
FC002867,공간 와디즈,1.0,민간(대학로 외),,0.0,,https://spacewadiz.com/,서울특별시 성동구 연무장1길 7-1(성수동2가),37.5449343,127.0505256,N,Y,N,N,N,N,N,Y,N,N,,,,,성동구,서울특별시
FC001417,여의도 이랜드크루즈 제1터미널,1.0,민간(대학로 외),1986.0,20.0,02-3271-6900,http://www.elandcruise.com/,서울특별시 영등포구 여의동로 290 (여의도동),37.5287832,126.93572389999996,Y,Y,Y,N,N,N,N,N,N,N,,,,,영등포구,서울특별시
FC001351,성균관대학교 새천년홀,1.0,민간(대학로 외),1999.0,754.0,02-760-1068,http://hall.skku.edu,서울특별시 종로구 성균관로 25 - 2,37.5871833,126.99308329999997,N,N,N,N,N,Y,Y,Y,Y,Y,,,,,종로구,서울특별시
FC003939,선농단역사문화관,2.0,공공(기타),2015.0,0.0,02-3295-5560,https://www.ddm.go.kr/sun/index.do,서울특별시 동대문구 무학로44길 38 (제기동),37.5811838,127.0318885,N,N,N,N,N,Y,N,N,N,Y,,,,,동대문구,서울특별시
